IdCiudad;Nombre;Apellido;FechaNacimiento;EstadoCivil;Genero;Email;IngresoAnual;TotalHijos;CantHijosEnCasa;Educacion;Ocupacion;Propietario;CantAutomoviles;Direccion;Telefono;Distancia;Region;Edad;prediction(ComproBicicleta);$T-Bietápico;Tipo Bicicleta
175;Carol;Cooper;22134;C;F;carol26@mineriadedatos.com.ar;30000;3;0;Licenciatura;Administrativo;1;0;Alderweg 6246;500 555-0146;0-1 Km.;Centro;52;1;Cluster-1;Basic
334;Abigail;Rodriguez;23267;C;F;abigail61@mineriadedatos.com.ar;60000;3;2;Estudios de postgrado;Profesional;1;0;7633 Stonehedge Dr.;771-555-0162;0-1 Km.;Norte;49;1;Cluster-1;Basic
38;Erica;Chen;20522;S;F;erica2@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;793 Crawford Street;500 555-0158;5-10 Km.;Sur;57;1;Cluster-1;Basic
221;Crystal;Lin;24942;S;F;crystal10@mineriadedatos.com.ar;10000;3;3;EducaciÃ³n secundaria;Obrero;1;0;2  avenue des Champs-ElysÃ©es;500 555-0113;0-1 Km.;Centro;45;1;Cluster-1;Basic
43;Oscar;Hayes;19246;C;M;oscar8@mineriadedatos.com.ar;70000;2;1;EducaciÃ³n secundaria (en curso);Obrero especializado;1;2;5897 Scottsdale Rd.;150-555-0146;10+ Km.;Norte;60;1;Cluster-1;Basic
24;Rebekah;Ramos;25994;S;F;rebekah37@mineriadedatos.com.ar;100000;0;5;EducaciÃ³n secundaria;GestiÃ³n;1;4;Erlenweg 6664;500 555-0165;10+ Km.;Sur;42;1;Cluster-2;Kinder y Sports
536;Abigail;Kelly;22747;C;F;abigail23@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;896 Southdale;137-555-0115;0-1 Km.;Norte;51;1;Cluster-1;Basic
359;Isaac;Bailey;19666;S;M;isaac15@mineriadedatos.com.ar;70000;3;0;Estudios de postgrado;GestiÃ³n;1;2;82 Mt. Dell Dr.;356-555-0182;5-10 Km.;Norte;59;1;Cluster-1;Basic
383;Emma;Cooper;19939;C;F;emma35@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;2258 Pablo Neruda;418-555-0139;0-1 Km.;Norte;58;1;Cluster-1;Basic
238;Tammy;Gonzalez;22750;C;F;tammy19@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;0;2421 Norse Drive;500 555-0142;0-1 Km.;Centro;51;1;Cluster-1;Basic
219;Bianca;Huang;21350;C;F;bianca5@mineriadedatos.com.ar;30000;1;0;Licenciatura;Administrativo;1;0;6058 Foothill Way;500 555-0139;0-1 Km.;Centro;54;1;Cluster-1;Basic
19;Fernando;Nelson;28388;S;M;fernando34@mineriadedatos.com.ar;10000;1;1;EducaciÃ³n secundaria;Obrero;1;0;4147 Alamo Court;500 555-0167;2-5 Km.;Sur;35;1;Cluster-1;Basic
32;Kathleen;Jimenez;25410;C;F;kathleen7@mineriadedatos.com.ar;90000;1;0;Estudios de postgrado;GestiÃ³n;1;0;1955 Montgomery Ave;500 555-0156;0-1 Km.;Sur;43;1;Cluster-1;Basic
4;Marcus;Henderson;22476;C;M;marcus54@mineriadedatos.com.ar;60000;1;0;Licenciatura;Profesional;1;1;5979 La Corte Bonita;500 555-0150;5-10 Km.;Sur;51;1;Cluster-1;Basic
648;Dalton;White;26852;C;M;dalton12@mineriadedatos.com.ar;50000;1;0;Estudios de postgrado;Obrero especializado;1;0;6384 Euclid Ave.;609-555-0146;0-1 Km.;Norte;39;1;Cluster-1;Basic
338;Jasmine;Thompson;20609;C;F;jasmine13@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;5834 Vloching Circle;943-555-0196;0-1 Km.;Norte;56;1;Cluster-1;Basic
28;Summer;Sai;26707;C;F;summer4@mineriadedatos.com.ar;110000;0;5;Estudios universitarios (en curso);GestiÃ³n;0;3;2929 Marie Dr.;500 555-0148;10+ Km.;Sur;40;1;Cluster-2;Kinder y Sports
299;Joanna;Moreno;24647;S;F;joanna5@mineriadedatos.com.ar;60000;0;0;Estudios de postgrado;Profesional;1;1;2393 Brook Hollow Ct.;256-555-0155;2-5 Km.;Norte;45;1;Cluster-1;Basic
29;Jaime;Navarro;24642;C;F;jaime11@mineriadedatos.com.ar;90000;2;2;Licenciatura;Profesional;1;0;6034 Bell Dr.;500 555-0176;0-1 Km.;Sur;45;1;Cluster-1;Basic
546;Sarah;Jones;22599;C;F;sarah5@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;2935 Pine Creek Way;585-555-0177;0-1 Km.;Norte;51;1;Cluster-1;Basic
205;Brendan;Kumar;25083;C;M;brendan6@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;1;0;401  avenue Reille;500 555-0119;0-1 Km.;Centro;44;1;Cluster-1;Basic
29;Gloria;Diaz;15952;C;F;gloria5@mineriadedatos.com.ar;40000;2;0;Licenciatura;GestiÃ³n;0;2;7770 Mota Dr.;500 555-0157;0-1 Km.;Sur;69;1;Cluster-3;Basic
36;Lisa;Wu;21047;C;F;lisa10@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;8426 Easley Dr.;500 555-0127;5-10 Km.;Sur;55;1;Cluster-1;Basic
337;Noah;Green;24883;S;M;noah40@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;0;1;1825 Village Pl.;335-555-0173;2-5 Km.;Norte;45;1;Cluster-3;Basic
626;Gabrielle;Lopez;19595;S;F;gabrielle63@mineriadedatos.com.ar;70000;3;0;Estudios de postgrado;GestiÃ³n;0;2;8619 Parkside Dr.;783-555-0174;1-2 Km.;Norte;59;1;Cluster-3;Basic
36;Evan;Parker;22012;S;M;evan23@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;7113 Eastgate Ave.;500 555-0131;5-10 Km.;Sur;53;1;Cluster-1;Basic
242;Clayton;Lu;16124;C;M;clayton10@mineriadedatos.com.ar;130000;3;4;Licenciatura;GestiÃ³n;1;4;5927 Mt. Hood Circle;500 555-0193;0-1 Km.;Centro;69;1;Cluster-2;Kinder y Sports
18;Kathleen;Alonso;22414;C;F;kathleen10@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;8425 W. Hookston Road;500 555-0113;5-10 Km.;Sur;52;1;Cluster-1;Basic
163;Douglas;Prasad;23488;S;M;douglas13@mineriadedatos.com.ar;20000;3;3;EducaciÃ³n secundaria;Obrero;1;0;Platz des Landtags 505;500 555-0153;0-1 Km.;Centro;49;1;Cluster-1;Basic
211;Gary;Alvarez;26751;S;M;gary15@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;0;1;81  route de Marseille;500 555-0182;2-5 Km.;Centro;40;1;Cluster-3;Basic
24;Linda;Serrano;20266;S;F;linda31@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria;Obrero especializado;1;2;9808 Shaw Rd.;500 555-0130;5-10 Km.;Sur;57;1;Cluster-1;Basic
118;Donna;Chander;26870;C;F;donna14@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;1;Postfach 8 11 99;500 555-0172;1-2 Km.;Centro;39;1;Cluster-1;Basic
276;Lisa;Zhu;21807;C;F;lisa17@mineriadedatos.com.ar;30000;3;0;Estudios de postgrado;Administrativo;1;0;3359 Northwood Dr;500 555-0175;0-1 Km.;Centro;53;1;Cluster-1;Basic
612;Thomas;Anderson;26445;C;M;thomas71@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;0;8307 Monument Blvd.;315-555-0121;0-1 Km.;Norte;40;1;Cluster-1;Basic
138;Kendra;Romero;24294;S;F;kendra9@mineriadedatos.com.ar;10000;5;5;EducaciÃ³n secundaria (en curso);Obrero;1;1;Rykestr 0581;500 555-0119;0-1 Km.;Centro;46;1;Cluster-2;Kinder y Sports
245;Diana;Ramos;27303;C;F;diana16@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;0;6466 Appia Ct.;500 555-0117;1-2 Km.;Centro;38;1;Cluster-1;Basic
260;Kelsey;Rai;25348;S;F;kelsey16@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;1;0;6265 Greendell Rd.;500 555-0130;0-1 Km.;Centro;43;1;Cluster-1;Basic
197;Robin;Gill;24099;C;F;robin10@mineriadedatos.com.ar;20000;2;2;EducaciÃ³n secundaria;Obrero;0;1;28  rue de Fontfroide;500 555-0166;0-1 Km.;Centro;47;1;Cluster-3;Basic
536;Bryce;Sanders;24663;S;M;bryce3@mineriadedatos.com.ar;40000;0;0;Licenciatura;Profesional;0;1;1870 Blue Ridge Dr.;449-555-0174;2-5 Km.;Norte;45;1;Cluster-3;Basic
314;Alexander;Brown;13214;S;M;alexander6@mineriadedatos.com.ar;90000;4;0;Licenciatura;GestiÃ³n;1;2;8160 Clayburn Rd.;760-555-0113;5-10 Km.;Norte;77;1;Cluster-1;Basic
40;Katelyn;Richardson;20379;S;F;katelyn8@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria;Obrero especializado;0;2;5493 Gonzalez Ct;500 555-0155;1-2 Km.;Sur;57;1;Cluster-3;Basic
41;Kristi;Malhotra;26993;S;F;kristi21@mineriadedatos.com.ar;70000;0;0;Estudios universitarios (en curso);Profesional;1;2;4605 Springvale Court;380-555-0148;5-10 Km.;Norte;39;1;Cluster-1;Basic
372;Luke;Jenkins;22762;C;M;luke25@mineriadedatos.com.ar;160000;1;2;Licenciatura;GestiÃ³n;0;3;3309 Clay Way;307-555-0136;2-5 Km.;Norte;51;1;Cluster-2;Kinder y Sports
54;Emily;Wilson;20525;C;F;emily7@mineriadedatos.com.ar;70000;3;2;Estudios universitarios (en curso);Profesional;1;0;5444 Bellord Ct.;145-555-0153;5-10 Km.;Norte;57;1;Cluster-1;Basic
298;Elijah;Patterson;20639;S;M;elijah14@mineriadedatos.com.ar;90000;2;1;Estudios universitarios (en curso);Profesional;1;0;5437 Spring Hill Road;114-555-0158;5-10 Km.;Norte;56;1;Cluster-1;Basic
224;Xavier;Edwards;25032;C;M;xavier41@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;1;0;48  rue Montcalm;500 555-0141;0-1 Km.;Centro;44;1;Cluster-1;Basic
133;Jocelyn;Washington;21495;C;F;jocelyn14@mineriadedatos.com.ar;30000;1;0;Estudios de postgrado;Administrativo;1;0;Postfach 22 99 99;500 555-0114;0-1 Km.;Centro;54;1;Cluster-1;Basic
21;Emily;Anderson;22607;C;F;emily10@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;1639 Atchinson Stage Ct.;500 555-0192;5-10 Km.;Sur;51;1;Cluster-1;Basic
147;Lacey;Zhou;24073;S;F;lacey21@mineriadedatos.com.ar;20000;2;2;EducaciÃ³n secundaria;Obrero;1;1;Buergermeister-ulrich-str 7500;500 555-0140;0-1 Km.;Centro;47;1;Cluster-1;Basic
119;Cory;Kapoor;24580;C;M;cory19@mineriadedatos.com.ar;40000;0;0;Licenciatura;Administrativo;1;0;Am Gallberg 24;500 555-0114;0-1 Km.;Centro;46;1;Cluster-1;Basic
626;Katelyn;Hernandez;12317;C;F;katelyn42@mineriadedatos.com.ar;70000;4;0;Estudios de postgrado;GestiÃ³n;1;2;7496 Deerfield Dr.;249-555-0116;5-10 Km.;Norte;79;1;Cluster-1;Basic
8;Lacey;Sun;26353;S;F;lacey25@mineriadedatos.com.ar;80000;0;0;Licenciatura;Profesional;1;3;2540 Waterview Place;500 555-0159;10+ Km.;Sur;41;1;Cluster-1;Basic
29;Veronica;Gonzalez;16995;C;F;veronica20@mineriadedatos.com.ar;40000;2;0;Licenciatura;GestiÃ³n;1;2;8518 Bayberry Dr.;500 555-0162;5-10 Km.;Sur;66;1;Cluster-1;Basic
236;Brian;Sanchez;23299;C;M;brian29@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;0;8290 N. 39th Street;500 555-0132;0-1 Km.;Centro;49;1;Cluster-1;Basic
339;Alexis;Martinez;21088;C;F;alexis14@mineriadedatos.com.ar;70000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;1;2;3783 Dartmouth Way;837-555-0194;5-10 Km.;Norte;55;1;Cluster-1;Basic
119;Leonard;She;20877;C;M;leonard1@mineriadedatos.com.ar;130000;2;4;Estudios universitarios (en curso);Profesional;1;2;Am Gallberg 22;500 555-0172;0-1 Km.;Centro;56;1;Cluster-2;Kinder y Sports
635;Mary;Scott;25121;C;F;mary27@mineriadedatos.com.ar;100000;3;0;Licenciatura;GestiÃ³n;1;3;8632 River Ash Court;199-555-0163;1-2 Km.;Norte;44;1;Cluster-1;Basic
265;Michele;Perez;25135;C;F;michele34@mineriadedatos.com.ar;40000;0;0;Licenciatura;Administrativo;1;0;6939 Hilltop Dr.;500 555-0137;0-1 Km.;Centro;44;1;Cluster-1;Basic
37;Diane;Romero;25485;C;F;diane14@mineriadedatos.com.ar;90000;2;0;Licenciatura;Profesional;1;0;5070 Via Alta;500 555-0182;0-1 Km.;Sur;43;1;Cluster-1;Basic
22;Danny;Vazquez;23936;S;M;danny15@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;1;1;9012 F St.;500 555-0183;5-10 Km.;Sur;47;1;Cluster-1;Basic
5;Shawna;Shan;27920;S;F;shawna11@mineriadedatos.com.ar;10000;1;1;EducaciÃ³n secundaria;Obrero;1;0;4480 N. Lanky Lane;500 555-0170;2-5 Km.;Sur;36;1;Cluster-1;Basic
634;Marcus;Barnes;19595;C;M;marcus52@mineriadedatos.com.ar;30000;1;0;Licenciatura;Obrero especializado;1;1;7861 Silverado Dr.;890-555-0111;1-2 Km.;Norte;59;1;Cluster-1;Basic
369;Brooke;Murphy;25612;C;F;brooke13@mineriadedatos.com.ar;80000;2;0;Estudios de postgrado;Profesional;1;0;182 Perry Way;125-555-0164;0-1 Km.;Norte;43;1;Cluster-1;Basic
243;Savannah;Morris;19496;C;F;savannah17@mineriadedatos.com.ar;80000;4;2;Estudios universitarios (en curso);Profesional;0;1;7650 Central Blvd;500 555-0193;2-5 Km.;Centro;60;1;Cluster-3;Basic
248;Micheal;Rubio;25303;C;M;micheal17@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Obrero especializado;1;0;360 Vista Way;500 555-0199;0-1 Km.;Centro;44;1;Cluster-1;Basic
26;Omar;Huang;26010;C;M;omar6@mineriadedatos.com.ar;100000;0;5;EducaciÃ³n secundaria;GestiÃ³n;1;3;6214 Terranova Drive;500 555-0198;10+ Km.;Sur;42;1;Cluster-2;Kinder y Sports
8;Derek;Nara;22483;S;M;derek15@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;7144 Augustine Drive;500 555-0119;5-10 Km.;Sur;51;1;Cluster-1;Basic
352;Marcus;Adams;28807;S;M;marcus34@mineriadedatos.com.ar;70000;0;0;Estudios universitarios (en curso);Obrero especializado;1;2;9246 Westminster Pl;687-555-0170;5-10 Km.;Norte;34;1;Cluster-1;Basic
361;Amanda;Morgan;20518;C;F;amanda4@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;683 Larch Ct.;740-555-0139;1-2 Km.;Norte;57;1;Cluster-1;Basic
34;Willie;Chande;24821;S;M;willie34@mineriadedatos.com.ar;60000;2;2;Licenciatura;Profesional;1;1;4998 Clayburn Road;500 555-0181;2-5 Km.;Sur;45;1;Cluster-1;Basic
634;David;Griffin;25908;C;M;david54@mineriadedatos.com.ar;70000;3;0;Estudios de postgrado;Profesional;1;0;8869 C Olivera Rd;954-555-0144;2-5 Km.;Norte;42;1;Cluster-1;Basic
314;Ian;Morris;24938;S;M;ian85@mineriadedatos.com.ar;80000;0;0;Licenciatura;GestiÃ³n;1;1;2371 Deerfield Dr.;364-555-0127;1-2 Km.;Norte;45;1;Cluster-1;Basic
7;Brandi;Hernandez;26099;S;F;brandi4@mineriadedatos.com.ar;100000;0;5;EducaciÃ³n secundaria;GestiÃ³n;1;4;1617 Cunningham Way;500 555-0187;10+ Km.;Sur;41;1;Cluster-2;Kinder y Sports
638;Jason;Li;20372;C;M;jason24@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;7527 Brook Way;952-555-0172;0-1 Km.;Norte;57;1;Cluster-1;Basic
69;Jasmine;Diaz;25452;C;F;jasmine61@mineriadedatos.com.ar;70000;5;0;Estudios de postgrado;Profesional;1;0;7427 Terra Catalina;253-555-0162;0-1 Km.;Norte;43;1;Cluster-1;Basic
58;Christian;Wilson;25843;C;M;christian37@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;1;410 Cardinet Drive;202-555-0153;2-5 Km.;Norte;42;1;Cluster-1;Basic
302;Edwin;Xu;20778;C;M;edwin27@mineriadedatos.com.ar;70000;3;0;Estudios universitarios (en curso);Profesional;0;2;3396 El Dorado Way;766-555-0140;5-10 Km.;Norte;56;1;Cluster-3;Basic
331;Charles;Reed;20955;C;M;charles68@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;7974 Seal Way;667-555-0141;0-1 Km.;Norte;56;1;Cluster-1;Basic
548;Michelle;Howard;25632;C;F;michelle12@mineriadedatos.com.ar;40000;1;1;Licenciatura;Obrero especializado;1;1;4440 Keywood Ct;665-555-0143;0-1 Km.;Norte;43;1;Cluster-1;Basic
198;Derek;Anand;25256;C;M;derek20@mineriadedatos.com.ar;30000;0;0;Licenciatura;Administrativo;1;0;1680  boulevard du Montparnasse;500 555-0130;0-1 Km.;Centro;44;1;Cluster-1;Basic
252;Frank;Serrano;25980;S;M;frank24@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;0;1;6745 Salem St;500 555-0155;2-5 Km.;Centro;42;1;Cluster-3;Basic
352;Lucas;Robinson;28160;S;M;lucas32@mineriadedatos.com.ar;70000;0;0;Estudios universitarios (en curso);Obrero especializado;1;2;9589 Eastgate Avenue;178-555-0194;5-10 Km.;Norte;36;1;Cluster-1;Basic
49;Hunter;Moore;20639;C;M;hunter67@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;4429 Deermeadow Way;179-555-0116;0-1 Km.;Norte;56;1;Cluster-1;Basic
33;Jared;Brooks;22359;C;M;jared3@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;2263 Terra Granada;500 555-0124;5-10 Km.;Sur;52;1;Cluster-1;Basic
222;Claudia;Ma;23114;S;F;claudia14@mineriadedatos.com.ar;30000;2;2;Estudios universitarios (en curso);Administrativo;1;0;222  rue de Cambrai;500 555-0167;0-1 Km.;Centro;50;1;Cluster-1;Basic
25;Devon;Shen;26371;C;M;devon1@mineriadedatos.com.ar;90000;0;0;Licenciatura;Profesional;1;3;3275 Corrinne Court;500 555-0132;10+ Km.;Sur;41;1;Cluster-1;Basic
53;Julian;Flores;25090;S;M;julian14@mineriadedatos.com.ar;80000;0;0;Licenciatura;GestiÃ³n;1;1;4194 Baywood Drive;494-555-0138;1-2 Km.;Norte;44;1;Cluster-1;Basic
626;Kayla;Griffin;20324;C;F;kayla45@mineriadedatos.com.ar;80000;3;2;Estudios universitarios (en curso);Profesional;1;1;1026 Mt. Wilson Pl.;175-555-0156;5-10 Km.;Norte;57;1;Cluster-1;Basic
33;Deborah;Kumar;22873;C;F;deborah12@mineriadedatos.com.ar;60000;1;0;Licenciatura;Profesional;1;1;1798 Norfolk Rd;500 555-0164;0-1 Km.;Sur;50;1;Cluster-1;Basic
13;Jason;Campbell;26970;C;M;jason36@mineriadedatos.com.ar;90000;0;0;Licenciatura;Profesional;1;3;9371 Jacqueline Way;500 555-0124;10+ Km.;Sur;39;1;Cluster-1;Basic
23;Dawn;He;28814;C;F;dawn20@mineriadedatos.com.ar;20000;0;0;Licenciatura;Administrativo;1;0;536 Beech Ct.;500 555-0125;0-1 Km.;Sur;34;1;Cluster-1;Basic
18;Roger;Zhang;26554;C;M;roger5@mineriadedatos.com.ar;100000;0;5;EducaciÃ³n secundaria;GestiÃ³n;1;2;1715 Leed Court West;500 555-0132;10+ Km.;Sur;40;1;Cluster-2;Kinder y Sports
322;Eduardo;Bailey;21231;C;M;eduardo83@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;9457 Mendocino Dr.;617-555-0175;1-2 Km.;Norte;55;1;Cluster-1;Basic
226;Wayne;Jai;20327;C;M;wayne13@mineriadedatos.com.ar;90000;2;1;EducaciÃ³n secundaria;Profesional;1;2;225  rue Marbeuf;500 555-0151;10+ Km.;Centro;57;1;Cluster-1;Basic
38;Derek;Shan;20197;S;M;derek9@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria;Obrero especializado;0;2;7168 Belmont;500 555-0148;1-2 Km.;Sur;58;1;Cluster-3;Basic
302;Drew;Kumar;20006;C;M;drew8@mineriadedatos.com.ar;30000;1;0;EducaciÃ³n secundaria;Administrativo;1;1;8852 Lacorso Dr.;776-555-0195;5-10 Km.;Norte;58;1;Cluster-1;Basic
223;Chelsea;Madan;25808;C;F;chelsea8@mineriadedatos.com.ar;30000;0;0;Licenciatura;Administrativo;1;0;115  quai Paul Doumer;500 555-0186;0-1 Km.;Centro;42;1;Cluster-1;Basic
626;Brittany;Diaz;24036;C;F;brittany20@mineriadedatos.com.ar;80000;3;3;Licenciatura;Obrero especializado;1;2;2973 Tanager Road;753-555-0176;2-5 Km.;Norte;47;1;Cluster-2;Kinder y Sports
335;Megan;Kelly;26431;S;F;megan48@mineriadedatos.com.ar;70000;1;0;Estudios de postgrado;Profesional;0;0;9906 Oak Grove Road;119-555-0176;0-1 Km.;Norte;41;1;Cluster-3;Basic
3;Meredith;Romero;28998;S;F;meredith32@mineriadedatos.com.ar;10000;0;0;Estudios universitarios (en curso);Obrero;1;1;8335 West Hookston Road;500 555-0187;2-5 Km.;Sur;33;1;Cluster-1;Basic
542;Alyssa;Davis;18945;S;F;alyssa4@mineriadedatos.com.ar;70000;2;1;EducaciÃ³n secundaria;Profesional;1;2;711 Sweetwater Drive;178-555-0113;10+ Km.;Norte;61;1;Cluster-1;Basic
155;Jack;Campbell;20172;C;M;jack42@mineriadedatos.com.ar;10000;2;0;Estudios universitarios (en curso);Obrero;1;0;Erlenweg 5194;500 555-0113;1-2 Km.;Centro;58;1;Cluster-1;Basic
301;Cindy;Sanchez;22540;C;F;cindy19@mineriadedatos.com.ar;110000;1;3;Licenciatura;GestiÃ³n;1;3;7062 Starflower Drive;198-555-0118;2-5 Km.;Norte;51;1;Cluster-2;Kinder y Sports
238;Megan;Stewart;19829;C;F;megan27@mineriadedatos.com.ar;80000;4;2;Estudios universitarios (en curso);Profesional;0;1;8192 Seagull Court;500 555-0116;2-5 Km.;Centro;59;1;Cluster-3;Basic
5;Kellie;Navarro;27609;C;F;kellie8@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;1;2;1164 Augustine Drive;500 555-0157;10+ Km.;Sur;37;1;Cluster-1;Basic
310;Meredith;Browning;24731;S;F;meredith39@mineriadedatos.com.ar;60000;0;0;Estudios de postgrado;Profesional;0;1;6453 Sur;240-555-0117;2-5 Km.;Norte;45;1;Cluster-3;Basic
311;Warren;Nara;21874;S;M;warren6@mineriadedatos.com.ar;80000;4;0;Estudios de postgrado;Profesional;1;0;6973 Elena;373-555-0111;0-1 Km.;Norte;53;1;Cluster-1;Basic
385;Gabriel;Collins;25267;C;M;gabriel32@mineriadedatos.com.ar;80000;3;0;Estudios de postgrado;Profesional;1;0;1040 Northridge Road;562-555-0115;0-1 Km.;Norte;44;1;Cluster-1;Basic
315;Jack;Jai;25691;C;M;jack33@mineriadedatos.com.ar;70000;4;0;Estudios de postgrado;Profesional;1;0;1174 Ayers Rd;436-555-0167;2-5 Km.;Norte;43;1;Cluster-1;Basic
307;Thomas;Jai;25253;C;M;thomas35@mineriadedatos.com.ar;50000;2;2;Licenciatura;Obrero especializado;1;0;2743 Veale Ave;906-555-0113;2-5 Km.;Norte;44;1;Cluster-1;Basic
314;Miguel;Patterson;19890;S;M;miguel57@mineriadedatos.com.ar;70000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;1;2;5133 Serrana Ct.;113-555-0189;5-10 Km.;Norte;58;1;Cluster-1;Basic
6;Jeffery;Lu;26119;S;M;jeffery12@mineriadedatos.com.ar;100000;0;5;EducaciÃ³n secundaria;GestiÃ³n;1;3;9644 55th St.;500 555-0113;10+ Km.;Sur;41;1;Cluster-2;Kinder y Sports
206;Marie;Gill;22156;C;F;marie37@mineriadedatos.com.ar;30000;3;0;Estudios de postgrado;Administrativo;1;0;571  rue Malar;500 555-0192;0-1 Km.;Centro;52;1;Cluster-1;Basic
634;Caitlin;Peterson;20853;C;F;caitlin4@mineriadedatos.com.ar;70000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;1;2;4220 Magnolia Ave;195-555-0150;5-10 Km.;Norte;56;1;Cluster-1;Basic
131;Sebastian;Brooks;19727;C;M;sebastian2@mineriadedatos.com.ar;80000;4;2;Estudios universitarios (en curso);Profesional;1;1;Altendorfer StraÃŸe 299;500 555-0154;10+ Km.;Centro;59;1;Cluster-1;Basic
241;Rafael;Wu;26463;S;M;rafael7@mineriadedatos.com.ar;40000;2;2;Estudios universitarios (en curso);Administrativo;1;0;3200 Wren Ave.;500 555-0123;1-2 Km.;Centro;40;1;Cluster-1;Basic
17;Raquel;Alonso;24167;S;F;raquel5@mineriadedatos.com.ar;110000;0;0;Estudios de postgrado;GestiÃ³n;0;3;5474 Limewood Pl.;500 555-0175;1-2 Km.;Sur;47;1;Cluster-3;Basic
166;Shane;Kapoor;23175;C;M;shane5@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;0;Kapellstr 4922;500 555-0137;0-1 Km.;Centro;49;1;Cluster-1;Basic
269;Raymond;Gonzalez;26078;S;M;raymond19@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;1;1;3960 Seascape Circle;500 555-0182;2-5 Km.;Centro;41;1;Cluster-1;Basic
14;Peter;Deng;29132;S;M;peter9@mineriadedatos.com.ar;20000;0;0;Licenciatura;Administrativo;1;0;7989 Pinehurst Court;500 555-0135;0-1 Km.;Sur;33;1;Cluster-1;Basic
548;Elijah;Henderson;25734;C;M;elijah8@mineriadedatos.com.ar;70000;3;0;Estudios de postgrado;Profesional;0;0;8682 Etcheverry Dr;684-555-0119;0-1 Km.;Norte;42;1;Cluster-3;Basic
302;Raymond;Fernandez;25059;C;M;raymond16@mineriadedatos.com.ar;130000;1;0;Estudios de postgrado;GestiÃ³n;1;3;2914 St. George Dr.;189-555-0163;0-1 Km.;Norte;44;1;Cluster-1;Basic
23;Evan;Edwards;26911;S;M;evan25@mineriadedatos.com.ar;100000;0;5;EducaciÃ³n secundaria;GestiÃ³n;1;2;4976 Singingwood Court;500 555-0118;10+ Km.;Sur;39;1;Cluster-2;Kinder y Sports
307;Cristina;She;26765;S;F;cristina0@mineriadedatos.com.ar;70000;0;0;Estudios universitarios (en curso);Profesional;1;2;719 Sycamore Drive;329-555-0150;5-10 Km.;Norte;40;1;Cluster-1;Basic
49;Yolanda;Sharma;26705;S;F;yolanda8@mineriadedatos.com.ar;70000;0;0;Estudios universitarios (en curso);Profesional;0;2;1819 Lilac Court;275-555-0186;0-1 Km.;Norte;40;1;Cluster-3;Basic
